ANNOTATIONSESSIONID,ANNOTATORID,CHARUID,FIXATIONUID,READERUID,TEXTLANG,TEXTUID
673,359,2918,803005,98,en,4
673,359,3094,803083,98,en,4
673,359,2955,803056,98,en,4
673,359,3606,803350,98,en,4
673,359,3357,803192,98,en,4
673,359,3394,803207,98,en,4
673,359,3202,803162,98,en,4
673,359,3074,803079,98,en,4
673,359,3361,803198,98,en,4
673,359,3314,803140,98,en,4
673,359,3219,803115,98,en,4
673,359,3562,803283,98,en,4
673,359,2888,802992,98,en,4
673,359,2958,803023,98,en,4
673,359,3798,803372,98,en,4
673,359,3579,803248,98,en,4
673,359,3031,803047,98,en,4
673,359,3491,803268,98,en,4
673,359,2901,802986,98,en,4
673,359,3369,803199,98,en,4
673,359,3838,803377,98,en,4
673,359,3221,803168,98,en,4
673,359,3478,803277,98,en,4
673,359,3409,803253,98,en,4
673,359,3649,803354,98,en,4
673,359,3529,803285,98,en,4
673,359,2916,803001,98,en,4
673,359,3216,803113,98,en,4
673,359,3245,803122,98,en,4
673,359,3750,803364,98,en,4
673,359,3742,803362,98,en,4
673,359,3772,803366,98,en,4
673,359,2878,802989,98,en,4
673,359,3263,803178,98,en,4
673,359,3732,803335,98,en,4
673,359,3725,803324,98,en,4
673,359,3260,803129,98,en,4
673,359,3707,803317,98,en,4
673,359,3781,803370,98,en,4
673,359,3563,803288,98,en,4
673,359,3316,803143,98,en,4
673,359,3377,803200,98,en,4
673,359,3709,803297,98,en,4
673,359,2972,803025,98,en,4
673,359,3126,803147,98,en,4
673,359,3576,803289,98,en,4
673,359,3169,803100,98,en,4
673,359,3823,803376,98,en,4
673,359,2950,803055,98,en,4
673,359,3537,803240,98,en,4
673,359,3195,803165,98,en,4
673,359,3279,803180,98,en,4
673,359,2930,803018,98,en,4
673,359,2926,803052,98,en,4
673,359,2981,803028,98,en,4
673,359,3425,803216,98,en,4
673,359,3702,803298,98,en,4
673,359,3777,803313,98,en,4
673,359,3322,803142,98,en,4
673,359,2897,803010,98,en,4
673,359,3149,803097,98,en,4
673,359,3200,803160,98,en,4
673,359,3677,803333,98,en,4
673,359,3447,803238,98,en,4
673,359,3616,803351,98,en,4
673,359,3418,803215,98,en,4
673,359,3722,803325,98,en,4
673,359,3038,803048,98,en,4
673,359,3747,803357,98,en,4
673,359,3662,803308,98,en,4
673,359,3484,803228,98,en,4
673,359,3408,803212,98,en,4
673,359,3495,803279,98,en,4
673,359,3569,803245,98,en,4
673,359,3604,803344,98,en,4
673,359,3354,803177,98,en,4
673,359,3589,803294,98,en,4
673,359,3778,803369,98,en,4
673,359,3460,803276,98,en,4
673,359,3517,803282,98,en,4
673,359,3356,803197,98,en,4
673,359,3599,803343,98,en,4
673,359,3784,803314,98,en,4
673,359,3280,803135,98,en,4
673,359,3150,803151,98,en,4
673,359,3737,803334,98,en,4
673,359,3015,803040,98,en,4
673,359,3448,803222,98,en,4
673,359,2896,803014,98,en,4
673,359,3186,803158,98,en,4
673,359,3189,803108,98,en,4
673,359,3429,803186,98,en,4
673,359,3104,803084,98,en,4
673,359,3215,803164,98,en,4
673,359,3815,803375,98,en,4
673,359,3768,803365,98,en,4
673,359,3022,803044,98,en,4
673,359,3228,803118,98,en,4
673,359,3854,803380,98,en,4
673,359,3503,803267,98,en,4
673,359,3215,803114,98,en,4
673,359,2876,802994,98,en,4
673,359,2874,802988,98,en,4
673,359,3636,803356,98,en,4
673,359,3291,803181,98,en,4
673,359,3513,803235,98,en,4
673,359,3570,802985,98,en,4
673,359,3368,803203,98,en,4
673,359,3163,803102,98,en,4
673,359,3301,803138,98,en,4
673,359,3416,803269,98,en,4
673,359,3269,803130,98,en,4
673,359,2901,802997,98,en,4
673,359,2957,803053,98,en,4
673,359,3015,803043,98,en,4
673,359,3473,803225,98,en,4
673,359,3427,803189,98,en,4
673,359,3776,803367,98,en,4
673,359,2890,803007,98,en,4
673,359,3233,803119,98,en,4
673,359,3589,803251,98,en,4
