ANNOTATIONSESSIONID,ANNOTATORID,CHARUID,FIXATIONUID,READERUID,TEXTLANG,TEXTUID
59,8,6158,851799,3,en,7
59,8,5856,851753,3,en,7
59,8,6566,851929,3,en,7
59,8,6193,851807,3,en,7
59,8,5618,851696,3,en,7
59,8,6182,851824,3,en,7
59,8,6231,851814,3,en,7
59,8,6181,851804,3,en,7
59,8,6370,851854,3,en,7
59,8,6586,851937,3,en,7
59,8,6353,851878,3,en,7
59,8,6404,851890,3,en,7
59,8,6572,851931,3,en,7
59,8,6584,851934,3,en,7
59,8,6354,851851,3,en,7
59,8,6217,851830,3,en,7
59,8,6314,851831,3,en,7
59,8,6599,851940,3,en,7
59,8,6199,851827,3,en,7
59,8,6186,851825,3,en,7
59,8,5914,851745,3,en,7
59,8,5670,851735,3,en,7
59,8,5919,851746,3,en,7
59,8,6604,851941,3,en,7
59,8,6165,851820,3,en,7
59,8,6119,851789,3,en,7
59,8,6255,851819,3,en,7
59,8,5870,851756,3,en,7
59,8,6367,851855,3,en,7
59,8,6386,851887,3,en,7
59,8,6323,851839,3,en,7
59,8,5883,851740,3,en,7
59,8,6472,851905,3,en,7
59,8,6538,851922,3,en,7
59,8,6230,851833,3,en,7
59,8,5595,851690,3,en,7
59,8,5981,851781,3,en,7
59,8,6375,851886,3,en,7
59,8,6318,851832,3,en,7
59,8,5812,851723,3,en,7
59,8,5978,851779,3,en,7
59,8,6554,851927,3,en,7
59,8,5606,851693,3,en,7
59,8,6415,851868,3,en,7
59,8,5674,851686,3,en,7
59,8,5590,851689,3,en,7
59,8,5716,851721,3,en,7
59,8,5778,851736,3,en,7
59,8,6551,851924,3,en,7
59,8,5583,851688,3,en,7
59,8,6361,851853,3,en,7
59,8,6489,851908,3,en,7
59,8,5843,851730,3,en,7
59,8,6545,851923,3,en,7
59,8,6580,851933,3,en,7
59,8,5825,851726,3,en,7
59,8,5634,851699,3,en,7
59,8,6395,851889,3,en,7
59,8,6159,851817,3,en,7
59,8,6514,851916,3,en,7
59,8,5847,851731,3,en,7
59,8,6292,851857,3,en,7
59,8,5807,851720,3,en,7
59,8,5930,851748,3,en,7
59,8,6413,851867,3,en,7
59,8,6614,851944,3,en,7
59,8,5869,851738,3,en,7
59,8,6396,851860,3,en,7
59,8,5773,851737,3,en,7
59,8,5675,851713,3,en,7
59,8,6336,851845,3,en,7
59,8,6454,851901,3,en,7
59,8,5737,851702,3,en,7
59,8,5665,851734,3,en,7
59,8,6224,851834,3,en,7
59,8,6102,851785,3,en,7
59,8,6493,851909,3,en,7
59,8,6590,851936,3,en,7
59,8,6349,851852,3,en,7
59,8,5578,851685,3,en,7
59,8,6215,851811,3,en,7
59,8,5943,851751,3,en,7
59,8,5680,851714,3,en,7
59,8,6595,851939,3,en,7
59,8,6329,851840,3,en,7
59,8,6018,851767,3,en,7
59,8,6344,851847,3,en,7
59,8,5994,851763,3,en,7
59,8,6429,851893,3,en,7
59,8,6486,851907,3,en,7
59,8,6098,851786,3,en,7
59,8,6524,851919,3,en,7
59,8,5690,851716,3,en,7
59,8,5617,851695,3,en,7
59,8,6223,851813,3,en,7
59,8,5801,851718,3,en,7
59,8,6221,851812,3,en,7
59,8,6410,851891,3,en,7
59,8,5744,851703,3,en,7
59,8,6048,851772,3,en,7
59,8,5989,851761,3,en,7
59,8,6503,851912,3,en,7
59,8,6478,851906,3,en,7
59,8,6134,851791,3,en,7
59,8,6294,851858,3,en,7
59,8,5933,851749,3,en,7
59,8,6058,851797,3,en,7
59,8,6461,851903,3,en,7
59,8,5875,851755,3,en,7
59,8,6212,851829,3,en,7
59,8,6176,851803,3,en,7
59,8,6328,851838,3,en,7
57,18,3056,803051,98,en,4
57,18,3053,803050,98,en,4
57,18,2896,803010,98,en,4
57,18,3143,803093,98,en,4
57,18,2993,803062,98,en,4
57,18,2885,803012,98,en,4
57,18,2916,803001,98,en,4
57,18,3023,803044,98,en,4
57,18,2997,803032,98,en,4
57,18,2972,803027,98,en,4
57,18,2887,803011,98,en,4
57,18,3039,803070,98,en,4
57,18,3104,803084,98,en,4
57,18,2918,803005,98,en,4
57,18,3006,803066,98,en,4
57,18,3060,803074,98,en,4
57,18,2875,802994,98,en,4
57,18,3107,803087,98,en,4
57,18,3173,803104,98,en,4
57,18,3191,803107,98,en,4
57,18,2990,803060,98,en,4
57,18,3033,803068,98,en,4
57,18,3140,803092,98,en,4
57,18,2876,802987,98,en,4
57,18,3002,803041,98,en,4
57,18,2987,803061,98,en,4
57,18,2888,802992,98,en,4
57,18,2914,803003,98,en,4
57,18,3081,803079,98,en,4
57,18,2872,803036,98,en,4
57,18,3113,803088,98,en,4
57,18,2895,802996,98,en,4
57,18,2957,803053,98,en,4
57,18,3159,803103,98,en,4
57,18,2925,803052,98,en,4
57,18,2907,803015,98,en,4
57,18,2938,803019,98,en,4
57,18,3189,803108,98,en,4
57,18,3155,803099,98,en,4
57,18,2988,803063,98,en,4
57,18,2906,802998,98,en,4
57,18,2889,802991,98,en,4
57,18,3065,803076,98,en,4
57,18,3132,803091,98,en,4
57,18,3205,803111,98,en,4
57,18,2968,803026,98,en,4
